Moisture,EC,Soil_Temperature,N,P,K,Soil_Type,N_Class,P_Class,K_Class
10.96,0.9,39.03,43.75,32.21,52.8,Silty,Medium,Medium,Medium
31.99,2.14,38.31,69.42,66.56,61.27,Sandy,High,High,High
9.97,2.14,28.06,67.05,42.14,72.07,Peaty,High,Medium,High
19.76,0.77,36.62,50.91,48.3,52.56,Loamy,Medium,Medium,Medium
21.06,1.75,27.95,77.52,47.57,68.69,Peaty,High,Medium,High
37.84,3.06,27.34,85.75,62.96,78.76,Sandy,High,High,High
23.8,3.07,21.45,89.42,55.36,82.95,Sandy,High,High,High
12.07,0.8,27.38,53.07,44.07,43.16,Sandy,Medium,Medium,Medium
16.72,0.77,29.82,47.95,57.79,56.77,Clay,Medium,High,High
15.31,1.29,18.5,57.93,52.42,63.9,Peaty,Medium,Medium,High
73.12,3.12,27.77,100.0,69.23,89.22,Peaty,High,High,High
58.15,0.89,35.19,46.22,55.4,57.84,Silty,Medium,High,High
72.74,2.66,32.96,78.55,75.0,78.38,Silty,High,High,High
35.78,0.8,31.97,60.46,53.78,51.9,Silty,Medium,Medium,Medium
24.49,2.37,38.01,65.68,55.61,74.68,Sandy,High,High,High
60.88,1.57,18.4,81.6,63.83,81.37,Peaty,High,High,High
27.84,2.87,30.26,78.18,62.15,63.36,Sandy,High,High,High
25.96,1.2,35.32,63.0,47.14,56.53,Clay,Medium,Medium,High
21.28,2.42,29.91,62.84,54.42,69.04,Silty,Medium,Medium,High
14.08,1.21,25.13,54.67,32.51,52.39,Sandy,Medium,Medium,Medium
22.95,2.64,21.0,85.01,35.38,68.45,Sandy,High,Medium,High
29.87,3.12,37.53,90.84,61.55,85.73,Clay,High,High,High
52.18,0.88,28.36,66.16,53.15,53.46,Loamy,High,Medium,Medium
9.38,3.1,37.32,76.69,65.47,78.46,Peaty,High,High,High
19.74,2.28,30.89,75.34,47.4,80.34,Loamy,High,Medium,High
61.63,0.88,32.83,59.52,32.25,58.67,Silty,Medium,Medium,High
15.28,1.78,35.69,63.85,63.81,65.82,Sandy,Medium,High,High
28.99,0.98,32.5,68.45,53.5,54.26,Clay,High,Medium,Medium
65.53,2.6,26.76,83.91,75.0,95.0,Clay,High,High,High
15.84,2.78,29.3,81.37,72.23,74.41,Peaty,High,High,High
10.79,0.82,35.67,49.98,55.21,59.76,Loamy,Medium,High,High
38.92,2.02,26.22,76.25,57.25,71.2,Peaty,High,High,High
26.17,2.94,26.54,79.3,54.87,71.34,Sandy,High,Medium,High
44.44,3.31,20.11,100.0,69.82,90.45,Peaty,High,High,High
61.27,2.04,38.12,86.59,64.49,85.55,Clay,High,High,High
14.6,3.35,20.0,100.0,58.02,95.0,Clay,High,High,High
45.65,2.11,32.26,68.05,40.71,74.82,Silty,High,Medium,High
40.39,1.68,27.09,57.87,51.5,67.86,Silty,Medium,Medium,High
15.09,3.04,26.92,88.06,66.31,82.76,Sandy,High,High,High
48.68,1.98,32.95,82.41,70.91,79.4,Loamy,High,High,High
24.15,1.92,19.48,71.0,52.37,67.14,Peaty,High,Medium,High
39.15,1.97,31.06,70.02,47.46,68.39,Sandy,High,Medium,High
10.76,3.04,34.98,83.73,67.83,82.88,Silty,High,High,High
37.17,3.0,36.22,90.28,66.59,95.0,Peaty,High,High,High
26.45,1.71,21.75,61.06,45.89,50.21,Silty,Medium,Medium,Medium
62.57,1.5,37.74,69.76,48.47,58.2,Peaty,High,Medium,High
8.99,1.98,32.44,74.48,72.7,79.03,Loamy,High,High,High
34.3,2.22,37.4,69.86,63.8,63.94,Sandy,High,High,High
37.09,1.22,28.68,73.02,58.72,50.92,Peaty,High,High,Medium
55.75,2.88,29.92,96.01,61.06,76.96,Clay,High,High,High
45.2,1.96,38.22,74.97,63.96,90.58,Clay,High,High,High
51.7,1.5,37.8,85.93,58.2,75.98,Peaty,High,High,High
59.39,0.82,27.86,65.34,57.91,55.39,Peaty,High,High,High
65.35,1.22,24.04,76.88,64.61,60.67,Peaty,High,High,High
26.97,3.35,26.65,100.0,55.06,90.34,Clay,High,High,High
42.66,1.42,26.53,76.2,46.63,74.92,Clay,High,Medium,High
63.81,1.01,24.31,67.16,57.38,61.17,Peaty,High,High,High
74.26,1.88,23.91,59.2,52.41,64.91,Silty,Medium,Medium,High
67.27,1.42,36.94,58.93,63.59,74.08,Silty,Medium,High,High
31.0,0.61,19.54,61.92,41.69,53.81,Loamy,Medium,Medium,Medium
18.66,1.47,32.91,39.82,39.36,55.96,Sandy,Medium,Medium,High
39.26,2.13,21.8,74.19,39.17,71.96,Silty,High,Medium,High
56.91,2.16,25.58,92.4,65.51,64.86,Clay,High,High,High
39.48,1.57,19.35,71.29,52.65,63.92,Silty,High,Medium,High
38.82,1.84,23.94,81.65,63.32,73.8,Loamy,High,High,High
63.68,3.4,34.91,100.0,75.0,85.78,Loamy,High,High,High
30.3,1.63,37.47,69.18,23.39,48.25,Sandy,High,Low,Medium
65.19,1.27,22.87,72.51,54.92,57.57,Silty,High,Medium,High
33.48,1.23,28.2,71.6,41.79,66.87,Clay,High,Medium,High
27.98,1.87,28.35,77.78,42.28,74.56,Clay,High,Medium,High
36.78,2.78,37.22,86.85,49.63,94.87,Peaty,High,Medium,High
58.37,1.12,34.78,70.19,41.34,70.43,Clay,High,Medium,High
13.82,2.63,29.29,79.33,57.61,60.15,Sandy,High,High,High
18.75,0.56,32.76,46.66,37.3,44.57,Sandy,Medium,Medium,Medium
71.6,1.76,36.64,80.66,52.41,70.1,Clay,High,Medium,High
17.28,2.83,18.21,100.0,59.06,79.43,Clay,High,High,High
44.74,1.52,26.86,70.07,45.43,76.85,Peaty,High,Medium,High
45.55,2.19,37.96,78.51,72.7,83.99,Clay,High,High,High
39.27,1.11,34.29,63.41,65.1,57.61,Peaty,Medium,High,High
50.13,2.73,29.94,84.47,62.49,87.14,Peaty,High,High,High
21.09,0.66,29.65,65.28,59.59,51.6,Clay,High,High,Medium
43.69,3.06,25.65,90.87,75.0,67.32,Loamy,High,High,High
31.05,1.09,29.45,64.07,52.15,53.07,Loamy,Medium,Medium,Medium
51.32,3.12,32.42,100.0,75.0,91.63,Peaty,High,High,High
14.89,1.56,27.2,67.69,48.13,71.98,Clay,High,Medium,High
44.96,2.67,33.71,91.3,49.7,95.0,Loamy,High,Medium,High
17.97,1.46,36.95,63.11,43.76,69.97,Clay,Medium,Medium,High
24.51,3.22,21.4,100.0,58.17,95.0,Clay,High,High,High
20.31,0.88,27.93,66.5,53.67,63.73,Clay,High,Medium,High
17.8,1.04,26.98,52.82,35.78,58.82,Silty,Medium,Medium,High
62.8,1.98,33.12,85.52,58.38,87.64,Clay,High,High,High
25.0,0.75,23.5,53.66,32.7,52.61,Silty,Medium,Medium,Medium
69.9,1.09,32.09,67.4,50.99,74.05,Peaty,High,Medium,High
72.89,3.33,37.3,100.0,75.0,91.57,Loamy,High,High,High
44.99,3.43,27.2,100.0,71.1,74.65,Loamy,High,High,High
15.01,1.63,38.04,62.07,51.58,71.86,Loamy,Medium,Medium,High
31.22,3.27,39.85,100.0,75.0,92.54,Loamy,High,High,High
60.84,2.13,20.33,85.18,59.14,70.99,Loamy,High,High,High
30.72,1.31,23.13,81.13,51.75,54.27,Loamy,High,Medium,Medium
11.09,2.61,38.91,78.98,71.82,79.63,Loamy,High,High,High
43.97,2.48,39.08,86.98,62.26,85.72,Peaty,High,High,High
64.16,3.47,20.15,100.0,75.0,95.0,Clay,High,High,High
60.71,1.3,18.33,62.09,54.87,51.74,Sandy,Medium,Medium,Medium
17.26,2.52,21.54,75.78,51.96,63.54,Silty,High,Medium,High
52.09,0.66,39.91,57.62,39.11,58.42,Sandy,Medium,Medium,High
20.44,0.84,21.96,47.94,41.56,48.5,Sandy,Medium,Medium,Medium
20.27,0.51,29.06,55.07,56.38,62.48,Clay,Medium,High,High
66.19,3.5,36.67,99.95,75.0,95.0,Clay,High,High,High
22.48,2.91,18.45,100.0,73.8,87.64,Clay,High,High,High
23.43,2.86,31.3,85.35,59.29,81.98,Loamy,High,High,High
5.05,2.03,24.09,79.82,58.27,61.69,Peaty,High,High,High
65.95,1.4,36.97,70.15,52.32,78.49,Loamy,High,Medium,High
60.48,0.95,24.24,74.21,53.04,55.13,Peaty,High,Medium,High
48.91,1.35,33.11,73.72,64.71,67.3,Peaty,High,High,High
57.52,1.63,32.83,64.04,62.31,66.28,Sandy,Medium,High,High
15.64,2.77,22.87,71.97,55.14,69.93,Sandy,High,High,High
37.08,2.12,18.77,76.93,52.48,78.62,Peaty,High,Medium,High
29.59,0.73,27.0,53.86,39.22,59.27,Peaty,Medium,Medium,High
11.56,0.55,24.36,61.04,41.88,54.5,Loamy,Medium,Medium,Medium
39.03,0.81,35.8,61.65,42.22,61.04,Loamy,Medium,Medium,High
69.45,1.73,35.61,61.74,55.43,81.57,Sandy,Medium,High,High
7.8,3.3,28.05,93.9,49.94,95.0,Clay,High,Medium,High
25.4,2.41,31.34,79.39,49.07,82.18,Peaty,High,Medium,High
19.53,2.91,31.29,75.34,69.88,87.5,Loamy,High,High,High
21.67,1.9,36.2,60.92,59.71,59.33,Sandy,Medium,High,High
68.59,1.58,27.35,83.33,56.27,72.55,Loamy,High,High,High
37.76,0.83,24.06,60.48,48.28,61.53,Peaty,Medium,Medium,High
37.64,3.13,23.83,95.79,64.92,92.24,Peaty,High,High,High
58.24,2.85,29.8,88.58,66.88,87.02,Silty,High,High,High
15.81,1.0,27.88,62.02,52.51,64.21,Clay,Medium,Medium,High
39.11,2.04,27.68,75.46,43.94,81.7,Silty,High,Medium,High
35.1,1.96,20.01,77.72,30.61,62.46,Sandy,High,Medium,High
46.78,2.38,33.81,75.81,55.46,87.44,Loamy,High,High,High
74.97,3.34,22.7,93.17,64.01,92.77,Sandy,High,High,High
58.86,2.24,22.33,99.68,66.99,80.15,Peaty,High,High,High
32.85,2.12,27.08,72.3,56.12,71.03,Silty,High,High,High
62.93,0.65,23.01,56.36,50.71,56.88,Silty,Medium,Medium,High
16.95,0.69,30.84,45.57,36.74,43.67,Silty,Medium,Medium,Medium
7.13,1.06,26.17,57.36,42.27,52.24,Sandy,Medium,Medium,Medium
19.31,0.6,27.88,48.25,45.86,57.48,Peaty,Medium,Medium,High
28.83,2.73,29.82,93.23,56.41,83.48,Loamy,High,High,High
40.74,2.67,22.48,88.91,52.36,68.07,Loamy,High,Medium,High
48.06,0.91,21.43,51.42,43.23,41.75,Sandy,Medium,Medium,Medium
68.74,3.01,37.37,86.78,73.47,79.91,Silty,High,High,High
40.69,0.96,27.54,67.78,45.04,62.55,Clay,High,Medium,High
40.09,1.4,27.07,57.35,47.76,53.32,Sandy,Medium,Medium,Medium
8.52,1.25,18.78,60.91,52.52,55.07,Sandy,Medium,Medium,High
7.44,1.62,28.96,61.64,47.07,71.34,Peaty,Medium,Medium,High
43.58,1.26,30.19,70.12,54.45,75.1,Loamy,High,Medium,High
35.67,1.97,30.29,70.11,53.01,67.76,Sandy,High,Medium,High
63.74,1.72,33.55,68.5,55.2,74.83,Sandy,High,High,High
16.25,3.46,21.9,93.21,72.89,76.5,Silty,High,High,High
6.75,0.67,23.55,43.98,42.44,44.47,Silty,Medium,Medium,Medium
36.43,0.93,35.84,68.66,41.85,55.56,Clay,High,Medium,High
21.62,0.66,38.84,56.68,62.09,63.75,Peaty,Medium,High,High
8.47,2.38,20.99,89.71,57.93,88.18,Clay,High,High,High
55.72,0.66,28.95,42.84,44.74,51.36,Silty,Medium,Medium,Medium
12.81,3.01,22.71,93.4,70.75,65.73,Loamy,High,High,High
47.58,2.04,19.32,79.83,46.49,60.76,Silty,High,Medium,High
24.67,2.08,25.16,74.2,68.84,65.96,Peaty,High,High,High
17.14,2.18,21.16,67.39,51.47,55.73,Silty,High,Medium,High
31.58,1.01,33.62,56.56,59.69,52.93,Peaty,Medium,High,Medium
61.1,1.09,29.74,61.89,75.0,66.28,Peaty,Medium,High,High
32.45,1.46,21.16,74.01,51.85,68.02,Peaty,High,Medium,High
57.55,2.28,18.2,100.0,57.21,62.15,Peaty,High,High,High
13.78,1.13,35.78,55.44,42.53,55.56,Peaty,Medium,Medium,High
59.09,0.85,21.88,65.17,49.56,61.84,Loamy,High,Medium,High
21.59,3.41,31.34,98.85,59.66,83.28,Clay,High,High,High
52.42,0.57,25.41,41.33,43.14,51.74,Sandy,Medium,Medium,Medium
44.6,2.91,30.88,91.65,75.0,87.21,Clay,High,High,High
70.04,2.86,24.94,95.73,66.77,83.61,Peaty,High,High,High
32.11,1.39,19.91,65.94,45.86,57.69,Loamy,High,Medium,High
9.63,0.91,22.9,57.85,40.06,50.65,Silty,Medium,Medium,Medium
6.34,0.94,22.14,51.91,41.58,49.43,Loamy,Medium,Medium,Medium
62.88,2.59,27.42,95.76,72.36,70.7,Peaty,High,High,High
41.73,2.43,32.48,93.9,62.17,80.15,Loamy,High,High,High
59.27,2.85,23.8,98.45,75.0,77.47,Loamy,High,High,High
21.41,3.31,18.27,94.38,58.16,72.16,Peaty,High,High,High
29.16,2.58,29.42,87.09,59.3,80.24,Loamy,High,High,High
7.11,0.97,31.33,44.58,36.82,48.07,Sandy,Medium,Medium,Medium
72.3,1.23,39.18,48.77,53.29,57.52,Sandy,Medium,Medium,High
51.75,3.03,30.97,89.91,53.76,90.06,Loamy,High,Medium,High
70.32,1.13,28.37,63.48,35.4,64.47,Silty,Medium,Medium,High
23.58,0.72,30.61,50.13,52.62,56.51,Peaty,Medium,Medium,High
47.8,2.61,38.41,74.0,48.56,77.89,Sandy,High,Medium,High
52.49,1.71,36.22,69.77,60.24,56.02,Silty,High,High,High
27.23,3.26,25.11,96.87,60.22,95.0,Loamy,High,High,High
64.37,2.45,23.22,88.87,66.43,79.59,Silty,High,High,High
71.3,0.77,23.78,73.4,39.54,58.25,Clay,High,Medium,High
66.94,3.34,29.1,94.58,71.34,86.45,Sandy,High,High,High
56.73,1.28,34.37,66.62,60.16,69.88,Loamy,High,High,High
24.42,1.51,29.07,59.63,55.48,64.01,Peaty,Medium,High,High
24.71,1.71,19.49,72.09,60.38,78.92,Loamy,High,High,High
72.44,0.65,33.92,58.56,54.77,48.36,Peaty,Medium,Medium,Medium
5.72,1.99,35.73,70.62,37.14,59.53,Loamy,High,Medium,High
55.12,0.87,24.37,51.61,51.05,39.29,Silty,Medium,Medium,Medium
54.44,1.7,32.61,73.03,58.48,67.4,Silty,High,High,High
48.59,1.55,27.39,61.53,50.41,67.01,Silty,Medium,Medium,High
74.31,2.82,37.56,96.23,65.69,95.0,Clay,High,High,High
26.83,2.91,36.59,86.26,62.13,80.89,Peaty,High,High,High
28.8,0.96,29.56,60.15,58.4,56.31,Silty,Medium,High,High
10.53,1.6,33.21,81.01,47.61,65.44,Clay,High,Medium,High
36.0,1.62,37.43,80.38,43.71,74.03,Peaty,High,Medium,High
23.27,0.95,28.91,53.78,37.65,66.49,Loamy,Medium,Medium,High
29.04,2.9,24.89,91.92,62.8,77.95,Clay,High,High,High
63.42,2.62,34.58,76.92,75.0,76.25,Sandy,High,High,High
70.48,1.07,22.84,78.2,72.58,67.37,Clay,High,High,High
18.0,1.6,26.55,75.14,58.73,77.42,Clay,High,High,High
31.08,0.82,37.05,53.63,43.6,52.63,Peaty,Medium,Medium,Medium
70.0,2.38,33.94,85.26,59.49,91.65,Loamy,High,High,High
9.33,0.86,26.88,41.14,49.01,37.23,Sandy,Medium,Medium,Medium
11.47,3.46,22.72,71.59,69.9,88.55,Silty,High,High,High
16.4,2.84,25.83,71.12,51.6,79.66,Silty,High,Medium,High
46.66,1.67,24.25,85.16,68.04,71.09,Clay,High,High,High
15.53,2.24,21.87,86.74,52.09,76.84,Peaty,High,Medium,High
72.77,3.23,34.35,100.0,75.0,89.82,Peaty,High,High,High
36.27,2.16,23.55,78.72,62.86,61.58,Silty,High,High,High
40.11,1.02,27.99,48.63,35.32,66.18,Sandy,Medium,Medium,High
22.27,1.64,26.49,64.49,56.68,62.62,Loamy,Medium,High,High
37.97,3.03,39.61,69.58,75.0,85.02,Sandy,High,High,High
51.33,2.43,26.6,84.67,57.53,88.19,Loamy,High,High,High
57.58,2.45,19.76,82.61,48.45,79.71,Silty,High,Medium,High
57.77,3.1,19.98,94.29,68.97,92.47,Loamy,High,High,High
45.45,3.18,31.0,97.45,68.21,92.76,Peaty,High,High,High
68.31,3.26,31.19,100.0,69.86,95.0,Clay,High,High,High
62.22,0.78,27.21,66.58,53.51,66.55,Clay,High,Medium,High
57.99,2.13,27.5,67.84,44.12,71.37,Silty,High,Medium,High
8.89,2.72,19.19,92.58,58.72,65.24,Peaty,High,High,High
5.48,2.77,29.36,73.36,68.12,72.66,Sandy,High,High,High
19.87,2.32,29.1,90.0,51.83,80.59,Peaty,High,Medium,High
51.45,1.0,21.29,72.44,45.0,56.55,Clay,High,Medium,High
33.78,2.89,20.28,96.95,63.4,82.71,Clay,High,High,High
33.17,2.66,20.72,81.67,75.0,80.97,Peaty,High,High,High
66.92,0.76,20.22,63.9,58.26,70.54,Peaty,Medium,High,High
67.69,1.89,31.41,75.97,62.43,71.18,Clay,High,High,High
68.64,1.02,22.32,53.0,48.92,63.03,Sandy,Medium,Medium,High
26.97,1.51,23.53,66.75,57.75,56.28,Silty,High,High,High
53.37,0.55,21.82,52.04,36.94,46.12,Silty,Medium,Medium,Medium
24.01,1.7,39.07,65.51,62.22,61.89,Peaty,High,High,High
18.34,2.15,36.8,62.5,47.16,63.0,Silty,Medium,Medium,High
17.92,2.36,23.07,82.57,64.86,79.48,Clay,High,High,High
28.95,2.49,25.21,95.08,58.08,78.02,Clay,High,High,High
35.1,3.01,22.62,93.23,63.39,87.84,Peaty,High,High,High
63.17,1.15,28.82,62.34,51.79,57.78,Peaty,Medium,Medium,High
13.39,0.86,18.43,64.86,48.71,57.73,Peaty,Medium,Medium,High
56.44,3.05,32.77,95.98,63.22,85.16,Sandy,High,High,High
42.2,0.97,29.51,58.94,65.65,45.02,Silty,Medium,High,Medium
25.16,3.42,37.77,98.53,75.0,95.0,Peaty,High,High,High
39.5,3.03,21.62,100.0,52.46,87.33,Loamy,High,Medium,High
26.0,2.0,35.69,65.53,60.76,78.41,Loamy,High,High,High
46.73,3.44,35.42,100.0,75.0,95.0,Clay,High,High,High
35.37,0.79,20.8,60.71,39.64,57.61,Silty,Medium,Medium,High
16.51,1.41,26.77,68.17,59.83,60.56,Peaty,High,High,High
13.16,2.41,21.74,81.36,64.37,78.68,Loamy,High,High,High
43.27,1.55,23.6,57.74,49.73,49.02,Silty,Medium,Medium,Medium
68.17,3.29,23.79,100.0,75.0,95.0,Clay,High,High,High
29.08,0.7,30.24,50.24,25.13,61.16,Sandy,Medium,Low,High
56.31,2.15,27.05,69.28,68.09,66.64,Silty,High,High,High
51.11,2.27,38.85,73.73,68.68,80.77,Silty,High,High,High
70.21,2.46,20.78,75.12,49.31,87.23,Sandy,High,Medium,High
62.47,1.27,39.42,59.38,58.32,68.82,Silty,Medium,High,High
44.66,1.59,23.07,70.64,39.26,77.91,Clay,High,Medium,High
50.99,3.03,35.0,89.08,64.07,80.24,Clay,High,High,High
67.89,1.08,25.46,63.17,58.8,52.15,Sandy,Medium,High,Medium
32.97,2.98,21.15,88.43,60.72,91.92,Peaty,High,High,High
27.88,2.19,36.87,75.28,60.58,82.52,Loamy,High,High,High
5.76,2.79,24.79,79.63,57.88,79.62,Peaty,High,High,High
62.86,2.64,32.49,99.27,62.7,77.58,Silty,High,High,High
61.07,1.12,30.46,73.99,63.52,68.72,Loamy,High,High,High
12.31,2.21,28.38,70.81,47.06,76.62,Sandy,High,Medium,High
45.38,3.1,28.91,80.53,65.62,79.65,Sandy,High,High,High
37.48,1.8,34.11,77.96,49.49,76.89,Loamy,High,Medium,High
13.31,3.4,19.93,98.26,68.82,92.03,Clay,High,High,High
73.64,1.86,32.7,77.91,60.34,73.24,Loamy,High,High,High
20.03,0.93,37.71,61.16,47.99,49.1,Silty,Medium,Medium,Medium
9.71,1.67,19.27,77.8,47.56,76.4,Clay,High,Medium,High
46.64,3.36,21.09,93.87,59.51,86.18,Sandy,High,High,High
56.72,1.46,33.77,67.82,50.51,65.98,Loamy,High,Medium,High
7.27,3.1,27.62,80.0,63.48,78.55,Peaty,High,High,High
51.11,3.14,26.88,95.9,70.56,80.74,Peaty,High,High,High
42.26,1.55,21.01,62.72,38.72,68.55,Silty,Medium,Medium,High
12.23,0.75,29.15,58.19,41.2,51.49,Peaty,Medium,Medium,Medium
17.08,2.67,20.78,90.81,57.74,75.48,Loamy,High,High,High
44.76,1.43,28.49,72.7,50.31,73.59,Loamy,High,Medium,High
25.75,2.85,34.8,90.68,62.06,69.94,Peaty,High,High,High
70.68,1.83,23.68,84.81,72.13,75.23,Loamy,High,High,High
62.31,1.96,28.58,68.67,49.03,70.28,Silty,High,Medium,High
73.85,2.83,39.82,96.86,54.77,91.13,Clay,High,Medium,High
23.18,1.65,33.11,62.26,47.18,57.72,Silty,Medium,Medium,High
72.88,1.83,36.51,77.82,57.74,66.87,Silty,High,High,High
35.19,1.63,27.13,75.0,50.87,70.34,Loamy,High,Medium,High
29.33,1.6,34.89,70.08,59.98,63.59,Clay,High,High,High
8.52,2.08,18.89,82.89,43.54,69.45,Loamy,High,Medium,High
8.69,2.93,20.7,80.14,44.39,67.37,Sandy,High,Medium,High
53.44,1.59,22.47,86.62,49.66,66.34,Loamy,High,Medium,High
37.06,2.07,26.84,80.93,52.71,75.35,Loamy,High,Medium,High
20.86,2.51,36.61,75.4,75.0,75.13,Loamy,High,High,High
47.98,1.31,25.62,81.77,67.24,77.11,Clay,High,High,High
22.7,1.33,32.4,62.55,39.77,62.88,Loamy,Medium,Medium,High
45.43,3.3,33.6,100.0,55.42,95.0,Clay,High,High,High
30.14,2.67,30.9,85.93,61.11,74.16,Peaty,High,High,High
62.65,2.23,25.86,76.77,72.64,66.37,Sandy,High,High,High
62.45,2.44,30.7,91.41,71.38,73.41,Clay,High,High,High
38.41,0.59,25.53,47.79,46.48,51.13,Peaty,Medium,Medium,Medium
29.56,2.35,19.85,81.61,54.05,75.46,Clay,High,Medium,High
30.38,2.03,39.84,85.44,71.2,77.41,Clay,High,High,High
61.4,2.14,20.8,78.61,56.2,74.5,Sandy,High,High,High
27.97,1.58,19.59,75.75,61.2,63.39,Silty,High,High,High
19.63,0.74,37.33,40.74,33.38,58.82,Silty,Medium,Medium,High
10.93,1.08,24.64,64.81,51.87,53.53,Clay,Medium,Medium,Medium
37.67,3.35,32.31,100.0,64.12,90.74,Loamy,High,High,High
38.75,1.73,25.24,70.71,57.73,61.34,Peaty,High,High,High
63.86,1.9,26.61,79.9,61.91,78.76,Loamy,High,High,High
20.49,0.66,23.77,56.11,49.33,66.44,Loamy,Medium,Medium,High
31.67,0.61,25.55,59.17,55.93,48.99,Clay,Medium,High,Medium
61.59,2.65,27.04,99.25,75.0,91.6,Clay,High,High,High
62.65,2.11,33.85,76.38,75.0,89.01,Clay,High,High,High
31.92,2.03,29.25,91.14,59.17,68.92,Clay,High,High,High
37.14,1.23,38.76,50.98,48.44,62.68,Silty,Medium,Medium,High
26.23,2.73,18.92,79.96,49.76,78.51,Clay,High,Medium,High
70.28,1.0,29.07,61.56,55.32,59.28,Silty,Medium,High,High
13.31,1.07,30.85,49.64,52.75,49.94,Silty,Medium,Medium,Medium
70.36,1.88,38.24,83.1,55.04,79.24,Clay,High,High,High
52.87,1.36,19.08,65.63,57.02,66.7,Sandy,High,High,High
42.21,1.24,30.62,70.5,52.62,63.42,Peaty,High,Medium,High
7.29,2.44,36.78,88.17,50.26,71.47,Loamy,High,Medium,High
38.29,2.45,23.32,73.7,49.05,72.31,Silty,High,Medium,High
33.54,2.97,37.28,93.0,58.95,69.97,Peaty,High,High,High
16.29,1.75,18.42,67.2,38.52,52.05,Sandy,High,Medium,Medium
50.95,0.72,34.11,46.11,57.5,69.73,Loamy,Medium,High,High
72.98,1.32,38.53,68.55,68.14,71.35,Loamy,High,High,High
44.35,3.44,32.46,83.31,75.0,82.97,Silty,High,High,High
55.03,2.29,27.66,92.24,57.46,82.74,Clay,High,High,High
9.79,2.63,18.99,76.21,54.04,72.66,Sandy,High,Medium,High
34.24,0.52,38.24,48.36,42.27,59.84,Silty,Medium,Medium,High
13.15,2.05,28.35,62.68,51.23,59.58,Sandy,Medium,Medium,High
47.9,0.61,18.64,65.05,35.79,55.56,Clay,High,Medium,High
70.69,2.21,33.18,89.82,57.32,82.33,Clay,High,High,High
51.32,3.26,28.6,88.19,71.18,91.72,Silty,High,High,High
10.38,3.41,20.74,100.0,50.99,87.49,Clay,High,Medium,High
29.83,2.12,22.71,72.29,60.08,86.5,Peaty,High,High,High
43.55,1.87,19.42,75.68,49.36,70.08,Loamy,High,Medium,High
33.22,3.34,30.63,88.66,48.38,95.0,Silty,High,Medium,High
63.36,2.52,31.68,77.27,41.13,70.26,Sandy,High,Medium,High
62.03,0.69,29.13,56.04,63.27,50.32,Peaty,Medium,High,Medium
47.83,1.9,35.98,72.02,42.39,68.1,Silty,High,Medium,High
31.14,1.22,36.94,64.5,55.65,74.67,Clay,Medium,High,High
22.87,1.91,31.54,72.41,60.8,69.47,Clay,High,High,High
12.41,1.87,18.28,76.86,41.27,64.02,Clay,High,Medium,High
29.84,2.25,33.3,77.81,57.28,85.43,Clay,High,High,High
33.92,1.57,27.2,61.37,53.7,64.72,Sandy,Medium,Medium,High
52.31,0.99,30.44,62.76,55.23,56.89,Peaty,Medium,High,High
51.07,2.01,32.28,77.78,57.42,70.35,Loamy,High,High,High
9.91,2.99,25.71,74.86,58.02,78.9,Sandy,High,High,High
32.67,2.49,38.18,78.09,59.01,61.3,Sandy,High,High,High
17.72,1.52,20.95,72.46,42.0,70.82,Loamy,High,Medium,High
15.98,3.31,32.77,82.69,75.0,91.65,Loamy,High,High,High
62.91,3.24,18.1,100.0,68.75,76.49,Clay,High,High,High
7.93,1.13,38.34,51.22,32.91,52.65,Sandy,Medium,Medium,Medium
34.34,0.62,20.48,54.26,46.06,34.67,Silty,Medium,Medium,Medium
16.77,2.72,20.09,92.88,52.64,69.16,Loamy,High,Medium,High
66.55,2.98,25.33,99.15,64.82,85.61,Loamy,High,High,High
43.99,3.4,26.22,100.0,66.87,80.73,Peaty,High,High,High
21.2,3.17,22.71,82.36,52.1,93.35,Silty,High,Medium,High
40.17,2.3,30.87,79.44,72.1,77.68,Silty,High,High,High
56.2,2.09,27.74,85.21,48.72,86.79,Loamy,High,Medium,High
72.07,0.58,18.75,61.93,50.83,60.86,Clay,Medium,Medium,High
20.43,1.24,25.03,70.12,51.9,59.89,Peaty,High,Medium,High
67.03,1.88,35.83,71.28,60.09,82.5,Silty,High,High,High
70.4,2.39,33.17,87.88,64.75,86.93,Loamy,High,High,High
69.15,2.17,33.95,74.38,58.33,79.25,Silty,High,High,High
49.48,2.73,33.36,86.36,58.94,77.16,Peaty,High,High,High
49.09,1.34,24.84,71.9,46.32,58.73,Peaty,High,Medium,High
33.22,2.19,20.19,66.0,60.85,67.8,Sandy,High,High,High
57.67,0.76,23.99,56.62,46.98,63.33,Loamy,Medium,Medium,High
42.19,1.74,36.3,66.12,75.0,64.05,Peaty,High,High,High
52.42,2.75,39.57,81.35,69.79,81.58,Sandy,High,High,High
34.99,2.58,28.86,74.87,36.11,63.91,Sandy,High,Medium,High
56.2,3.47,18.21,100.0,70.19,86.02,Silty,High,High,High
62.71,1.33,21.08,66.33,49.95,51.48,Silty,High,Medium,Medium
15.25,1.99,25.09,69.8,38.65,71.03,Sandy,High,Medium,High
63.31,1.49,30.73,62.76,65.31,63.06,Silty,Medium,High,High
42.82,1.82,19.65,74.83,50.12,64.25,Peaty,High,Medium,High
64.13,3.07,38.75,99.99,69.17,86.33,Clay,High,High,High
