Moisture,pH,EC,N,P,K,Soil_Type,N_Class,P_Class,K_Class,Soil_Temperature
45.41,6.42,2.18,88.34,48.08,56.74,Clay,High,Medium,Medium,23.17
67.18,5.23,2.77,82.31,59.56,52.19,Peaty,High,High,Medium,29.38
24.17,6.4,2.11,64.07,45.66,72.75,Loamy,Medium,Medium,High,28.15
48.28,7.7,1.82,25.91,20.09,64.56,Silty,Low,Low,Medium,28.17
36.81,6.55,2.45,99.47,62.51,61.85,Silty,High,High,Medium,33.39
36.92,7.45,2.42,95.22,44.62,51.91,Silty,High,Medium,Medium,25.87
34.14,6.53,1.55,30.08,69.55,19.58,Loamy,Low,High,Low,31.38
42.39,6.61,2.18,72.22,33.68,84.38,Clay,High,Medium,High,31.53
56.37,7.35,2.44,91.94,67.48,15.14,Clay,High,High,Low,26.02
54.88,7.37,2.24,43.47,33.44,78.49,Peaty,Medium,Medium,High,25.05
23.22,6.91,1.74,40.87,25.76,80.97,Loamy,Medium,Medium,High,26.26
69.92,7.65,2.48,81.96,44.46,43.48,Peaty,High,Medium,Medium,22.94
36.44,6.99,2.15,57.44,57.19,74.27,Loamy,Medium,High,High,26.63
24.77,7.78,1.45,35.63,18.03,60.64,Loamy,Low,Low,Medium,28.16
51.33,6.05,2.1,46.93,58.82,57.1,Peaty,Medium,High,Medium,26.85
63.11,5.95,2.66,58.93,47.33,88.62,Clay,Medium,Medium,High,27.99
25.63,6.68,1.87,22.97,63.21,69.42,Loamy,Low,High,High,24.42
10.55,6.27,2.01,93.28,47.99,52.34,Sandy,High,Medium,Medium,35.24
38.75,5.87,2.19,77.83,16.92,72.65,Loamy,High,Low,High,26.64
25.07,5.36,2.25,90.54,28.78,88.31,Sandy,High,Medium,High,36.2
43.74,5.46,2.12,59.2,14.29,85.44,Peaty,Medium,Low,High,25.59
68.36,6.7,2.25,50.8,46.35,35.87,Peaty,Medium,Medium,Medium,24.65
51.99,6.05,2.19,75.28,50.43,25.08,Silty,High,High,Low,29.87
34.05,6.33,2.07,35.69,68.76,82.4,Loamy,Low,High,High,26.58
15.54,5.07,1.78,42.01,46.68,78.67,Sandy,Medium,Medium,High,30.57
36.26,6.53,2.1,65.5,42.96,84.53,Clay,Medium,Medium,High,25.13
44.61,7.87,2.2,36.31,59.25,65.01,Loamy,Low,High,High,23.74
46.8,7.47,1.79,25.04,60.8,31.86,Silty,Low,High,Low,23.01
73.28,7.15,1.99,21.01,58.68,16.86,Peaty,Low,High,Low,27.66
19.16,5.0,1.91,74.67,34.23,37.6,Sandy,High,Medium,Medium,29.37
36.22,7.68,1.98,70.04,69.38,33.59,Clay,High,High,Low,22.4
13.49,5.68,1.51,54.18,21.15,47.96,Sandy,Medium,Low,Medium,27.47
73.2,6.36,2.14,59.69,15.65,49.95,Peaty,Medium,Low,Medium,20.09
37.96,7.17,2.52,96.42,13.58,89.94,Clay,High,Low,High,24.17
56.2,5.58,2.34,84.23,28.02,49.64,Peaty,High,Medium,Medium,26.65
31.4,5.53,1.86,83.04,32.47,42.74,Loamy,High,Medium,Medium,25.76
40.63,7.19,1.6,47.03,21.58,41.07,Silty,Medium,Low,Medium,23.17
31.39,7.33,2.14,43.21,57.66,87.23,Clay,Medium,High,High,24.6
34.2,5.27,2.18,80.11,20.09,73.4,Loamy,High,Low,High,24.23
47.54,5.93,1.88,55.99,57.21,18.73,Silty,Medium,High,Low,31.12
31.74,5.69,1.52,45.26,56.41,30.72,Clay,Medium,High,Low,26.7
37.32,5.33,1.49,20.08,57.49,36.53,Silty,Low,High,Medium,24.21
53.99,5.24,2.26,47.02,29.33,84.59,Peaty,Medium,Medium,High,28.49
40.12,6.64,2.16,92.09,47.0,16.94,Loamy,High,Medium,Low,29.15
34.42,5.69,2.02,60.13,63.92,21.21,Silty,Medium,High,Low,24.18
38.04,5.49,2.0,71.14,48.97,36.51,Clay,High,Medium,Medium,31.86
28.21,7.63,1.98,33.42,44.51,75.67,Silty,Low,Medium,High,25.72
10.62,6.05,1.62,84.62,17.61,33.74,Sandy,High,Low,Low,37.67
47.28,5.27,1.69,67.03,10.71,20.86,Silty,Medium,Low,Low,31.11
53.62,5.4,2.68,71.81,40.62,88.5,Peaty,High,Medium,High,27.9
56.29,6.59,2.67,99.86,63.86,37.77,Clay,High,High,Medium,29.15
66.62,7.91,2.33,84.87,46.35,43.77,Peaty,High,Medium,Medium,23.61
41.68,5.49,1.85,29.79,25.93,76.78,Clay,Low,Medium,High,24.48
32.42,7.8,1.82,80.25,47.08,24.42,Clay,High,Medium,Low,26.95
56.63,7.62,1.56,27.1,24.27,17.82,Clay,Low,Low,Low,23.11
73.85,6.51,1.9,68.13,26.94,31.17,Peaty,Medium,Medium,Low,21.33
49.4,7.57,2.41,82.39,60.88,55.86,Peaty,High,High,Medium,23.44
43.06,7.09,2.19,61.33,20.76,88.83,Silty,Medium,Low,High,26.39
27.14,6.86,1.97,83.36,64.11,15.96,Sandy,High,High,Low,25.28
45.45,6.05,2.64,96.77,67.79,61.78,Peaty,High,High,Medium,24.01
28.41,5.41,2.13,81.13,43.55,42.99,Loamy,High,Medium,Medium,28.36
45.32,7.58,1.93,57.82,21.96,70.55,Clay,Medium,Low,High,28.61
44.62,7.54,1.84,60.15,39.33,20.79,Peaty,Medium,Medium,Low,22.64
61.89,6.37,2.44,84.74,12.1,84.66,Peaty,High,Low,High,23.74
29.68,6.46,2.31,60.36,45.72,78.07,Silty,Medium,Medium,High,28.42
23.52,7.51,1.71,69.02,18.21,60.21,Loamy,Medium,Low,Medium,32.7
39.54,7.0,2.27,95.71,54.68,40.51,Loamy,High,High,Medium,24.31
8.82,5.77,1.91,67.68,58.26,70.74,Sandy,Medium,High,High,28.14
67.98,7.73,1.94,46.65,62.04,24.79,Peaty,Medium,High,Low,29.85
64.43,7.89,2.27,23.96,69.76,67.83,Peaty,Low,High,High,24.71
19.44,7.02,1.64,69.14,21.33,24.64,Sandy,Medium,Low,Low,30.48
65.5,7.91,3.03,95.01,60.29,79.1,Peaty,High,High,High,24.12
29.27,7.65,1.73,46.8,40.5,30.97,Loamy,Medium,Medium,Low,27.49
37.92,7.22,2.05,24.67,58.56,81.83,Loamy,Low,High,High,32.39
36.1,7.1,2.32,91.4,38.32,82.53,Silty,High,Medium,High,31.55
13.38,5.99,1.23,32.88,20.47,47.91,Sandy,Low,Low,Medium,29.33
60.88,7.22,2.4,71.78,68.89,58.2,Peaty,High,High,Medium,20.6
54.13,5.59,2.55,78.25,46.0,88.56,Silty,High,Medium,High,29.62
59.78,7.83,2.48,85.01,39.51,60.31,Peaty,High,Medium,Medium,23.09
27.82,7.24,1.46,47.95,23.33,24.56,Sandy,Medium,Low,Low,31.82
39.96,6.57,2.19,65.52,52.33,75.98,Silty,Medium,High,High,25.33
38.63,5.37,2.31,99.11,23.45,58.38,Loamy,High,Low,Medium,32.65
37.92,7.18,1.54,24.41,31.21,45.97,Loamy,Low,Medium,Medium,26.75
22.14,5.27,1.87,97.55,18.0,36.03,Loamy,High,Low,Medium,31.93
27.42,6.65,2.17,43.1,69.8,69.88,Sandy,Medium,High,High,27.49
13.97,7.5,2.24,87.52,34.86,69.35,Sandy,High,Medium,High,29.06
15.41,6.15,1.82,76.82,15.77,71.3,Sandy,High,Low,High,35.04
64.45,6.39,1.93,28.61,10.88,74.56,Peaty,Low,Low,High,22.32
37.34,5.47,2.21,92.8,34.34,61.11,Silty,High,Medium,Medium,30.65
36.46,6.43,2.52,88.6,48.26,74.52,Loamy,High,Medium,High,25.13
29.87,7.58,2.1,87.47,31.19,71.95,Silty,High,Medium,High,25.8
25.99,5.47,1.68,37.24,13.38,60.89,Sandy,Low,Low,Medium,28.3
14.46,7.88,1.7,56.71,15.88,59.1,Sandy,Medium,Low,Medium,28.33
37.67,7.02,2.1,97.08,26.04,52.26,Clay,High,Medium,Medium,26.36
32.48,6.74,1.87,53.92,46.87,28.31,Loamy,Medium,Medium,Low,27.24
59.17,7.62,1.97,64.22,60.95,26.58,Peaty,Medium,High,Low,25.91
18.28,5.27,1.77,38.58,68.23,70.63,Loamy,Low,High,High,28.92
37.56,5.61,1.4,59.33,18.37,30.44,Loamy,Medium,Low,Low,31.57
52.63,5.7,1.85,64.88,28.67,35.31,Peaty,Medium,Medium,Medium,21.82
65.98,6.4,1.8,36.98,11.07,76.5,Peaty,Low,Low,High,26.97
40.85,5.9,1.15,28.46,14.42,22.44,Silty,Low,Low,Low,33.9
33.05,5.0,2.17,28.76,68.5,78.18,Loamy,Low,High,High,23.73
62.77,5.67,2.31,42.04,55.41,73.98,Peaty,Medium,High,High,24.43
51.31,5.02,2.51,99.16,20.03,68.75,Silty,High,Low,High,26.87
67.9,7.51,2.88,95.67,58.07,61.2,Peaty,High,High,Medium,29.55
46.62,6.96,1.66,40.53,37.8,28.53,Peaty,Medium,Medium,Low,20.28
66.95,7.48,2.45,70.35,15.27,83.72,Peaty,High,Low,High,28.84
42.48,6.33,1.89,58.24,30.92,37.59,Peaty,Medium,Medium,Medium,23.29
58.53,7.76,2.18,84.68,23.46,47.59,Clay,High,Low,Medium,28.96
49.86,6.95,1.81,53.95,41.98,45.79,Clay,Medium,Medium,Medium,26.88
27.54,7.61,1.95,77.86,20.13,64.7,Sandy,High,Low,Medium,35.44
18.24,6.06,1.1,24.84,19.9,23.46,Loamy,Low,Low,Low,32.4
21.42,5.61,1.83,64.46,35.96,41.44,Loamy,Medium,Medium,Medium,25.62
42.98,7.93,2.16,68.49,63.49,42.61,Peaty,Medium,High,Medium,20.34
35.85,7.6,1.89,91.57,18.02,48.75,Silty,High,Low,Medium,23.93
21.73,7.55,1.71,66.72,27.56,59.08,Loamy,Medium,Medium,Medium,32.09
51.88,7.5,2.18,80.12,17.29,54.71,Clay,High,Low,Medium,29.35
20.84,5.18,1.48,71.9,23.31,28.41,Sandy,High,Low,Low,31.92
25.29,6.32,1.7,40.95,16.82,62.1,Sandy,Medium,Low,Medium,27.09
44.99,7.67,2.11,23.74,53.32,86.62,Clay,Low,High,High,31.96
73.19,7.83,2.09,67.51,35.26,45.55,Peaty,Medium,Medium,Medium,27.75
43.39,6.49,1.98,52.86,14.13,64.26,Silty,Medium,Low,Medium,26.52
30.77,5.74,1.91,57.98,50.21,43.75,Silty,Medium,High,Medium,23.42
38.08,5.28,1.58,63.5,23.89,33.54,Loamy,Medium,Low,Low,31.99
53.1,7.56,2.26,56.7,68.05,38.47,Silty,Medium,High,Medium,32.56
10.33,5.81,1.72,92.09,40.05,33.1,Sandy,High,Medium,Low,31.23
19.98,7.68,1.44,22.22,66.29,30.63,Sandy,Low,High,Low,36.53
26.86,5.98,2.01,99.6,57.6,34.5,Loamy,High,High,Low,29.58
35.66,7.6,1.8,98.57,35.25,23.29,Clay,High,Medium,Low,29.77
70.53,7.27,2.09,76.27,29.3,26.67,Peaty,High,Medium,Low,27.82
32.33,6.06,2.06,66.8,69.11,31.55,Loamy,Medium,High,Low,32.12
40.37,5.73,2.11,28.72,42.41,78.51,Clay,Low,Medium,High,25.86
27.11,7.89,1.7,48.24,32.0,55.95,Sandy,Medium,Medium,Medium,28.68
48.15,6.66,2.11,66.0,50.59,28.65,Clay,Medium,High,Low,30.11
20.96,5.43,1.93,44.56,42.63,70.12,Loamy,Medium,Medium,High,32.44
40.21,7.79,2.14,26.33,61.87,84.25,Clay,Low,High,High,26.02
51.23,5.89,2.36,59.93,42.95,69.32,Silty,Medium,Medium,High,32.02
39.95,5.82,2.46,63.96,55.02,88.21,Clay,Medium,High,High,26.27
40.18,6.91,2.2,47.78,63.73,61.54,Loamy,Medium,High,Medium,24.63
57.48,7.77,2.09,95.6,10.14,47.71,Clay,High,Low,Medium,27.28
58.09,5.38,1.91,62.39,36.81,18.21,Peaty,Medium,Medium,Low,29.19
54.17,5.77,1.94,62.76,57.85,33.7,Clay,Medium,High,Low,23.42
63.93,7.82,2.27,62.18,54.34,50.7,Clay,Medium,High,Medium,27.58
51.78,6.4,2.15,88.13,45.33,42.96,Silty,High,Medium,Medium,31.5
53.53,7.95,1.84,60.64,10.05,30.69,Silty,Medium,Low,Low,23.82
53.48,6.72,2.39,54.08,37.9,76.61,Silty,Medium,Medium,High,23.39
8.32,5.26,2.3,96.11,43.42,87.32,Sandy,High,Medium,High,28.64
46.4,7.06,1.9,20.86,53.12,78.66,Clay,Low,High,High,22.23
13.85,5.13,1.81,32.27,32.67,81.13,Sandy,Low,Medium,High,32.13
37.74,6.65,2.17,73.22,36.34,67.9,Silty,High,Medium,High,27.91
35.96,7.61,2.04,49.0,51.83,50.51,Silty,Medium,High,Medium,30.7
61.57,6.0,1.94,90.22,18.18,29.66,Clay,High,Low,Low,26.35
32.17,6.46,1.56,31.78,47.48,19.39,Silty,Low,Medium,Low,29.03
42.46,7.48,2.14,51.03,63.07,33.92,Silty,Medium,High,Low,24.43
51.17,6.2,1.97,53.2,45.68,17.64,Silty,Medium,Medium,Low,24.49
44.24,7.78,2.12,58.68,28.76,76.41,Clay,Medium,Medium,High,23.88
31.95,6.92,1.41,34.07,17.48,64.15,Clay,Low,Low,Medium,25.21
51.74,6.94,2.05,51.31,17.36,77.0,Silty,Medium,Low,High,25.75
33.08,7.27,1.95,77.17,19.24,38.62,Silty,High,Low,Medium,23.36
44.22,7.68,2.54,80.28,27.08,89.59,Loamy,High,Medium,High,30.56
63.66,5.11,2.3,53.54,29.28,69.35,Peaty,Medium,Medium,High,30.0
36.83,7.71,1.68,24.92,29.55,77.78,Loamy,Low,Medium,High,30.15
39.73,5.64,1.53,60.15,31.02,28.52,Silty,Medium,Medium,Low,26.7
61.57,5.92,2.09,31.0,45.53,77.53,Clay,Low,Medium,High,31.21
60.47,6.8,1.78,37.16,52.36,35.59,Clay,Low,High,Medium,27.61
22.56,7.03,1.64,39.31,43.77,30.51,Loamy,Low,Medium,Low,32.15
37.19,7.22,1.95,65.38,10.63,72.7,Silty,Medium,Low,High,30.85
42.28,5.3,1.95,64.52,22.06,58.19,Silty,Medium,Low,Medium,24.93
61.8,6.21,2.84,91.39,68.15,88.6,Peaty,High,High,High,26.45
10.54,5.13,1.31,22.19,62.44,20.51,Sandy,Low,High,Low,35.36
64.48,6.28,2.01,42.1,38.15,56.84,Peaty,Medium,Medium,Medium,22.99
42.31,5.59,1.64,33.59,44.56,51.42,Clay,Low,Medium,Medium,31.19
34.78,5.02,1.76,81.52,36.51,20.69,Silty,High,Medium,Low,29.79
32.82,7.89,1.35,50.3,20.0,36.28,Silty,Medium,Low,Medium,25.03
23.09,7.53,1.21,24.72,34.79,22.2,Sandy,Low,Medium,Low,25.25
42.54,7.96,1.94,70.53,23.19,69.94,Silty,High,Low,High,26.94
44.98,6.85,1.81,53.62,21.97,40.8,Loamy,Medium,Low,Medium,25.95
13.86,7.47,1.58,44.17,16.88,56.06,Sandy,Medium,Low,Medium,36.98
40.83,7.43,2.07,32.44,53.27,68.63,Silty,Low,High,High,25.33
38.77,5.7,1.39,46.25,10.89,24.66,Silty,Medium,Low,Low,31.1
41.88,6.08,1.57,29.99,16.39,75.38,Silty,Low,Low,High,28.7
9.77,7.17,2.12,77.24,57.68,48.26,Sandy,High,High,Medium,30.1
39.91,7.98,1.76,88.48,31.97,28.16,Clay,High,Medium,Low,30.61
43.49,7.4,2.17,86.51,17.1,51.54,Peaty,High,Low,Medium,28.21
63.54,7.7,2.03,41.33,57.71,38.73,Peaty,Medium,High,Medium,23.79
38.58,6.77,2.11,71.47,34.85,62.48,Loamy,High,Medium,Medium,32.89
36.0,5.27,2.14,57.97,19.69,85.0,Loamy,Medium,Low,High,29.67
21.03,6.8,2.14,83.7,39.84,60.07,Loamy,High,Medium,Medium,24.02
24.73,5.58,1.46,47.81,46.89,17.65,Sandy,Medium,Medium,Low,33.31
64.66,5.7,2.2,73.68,50.04,15.2,Clay,High,High,Low,30.7
27.72,6.78,2.13,90.21,48.82,63.73,Sandy,High,Medium,Medium,35.85
31.82,6.86,2.06,29.95,65.3,66.34,Silty,Low,High,High,32.43
63.01,5.53,1.94,35.81,28.14,57.67,Peaty,Low,Medium,Medium,21.79
68.56,5.36,2.06,62.83,48.85,18.11,Peaty,Medium,Medium,Low,28.16
52.84,6.19,2.43,67.26,54.23,68.87,Clay,Medium,High,High,23.7
41.97,6.51,2.35,99.44,47.62,31.43,Silty,High,Medium,Low,33.92
53.59,5.7,2.07,60.29,14.64,60.47,Silty,Medium,Low,Medium,31.63
8.05,6.13,1.92,57.45,41.82,78.17,Sandy,Medium,Medium,High,31.7
39.25,7.82,1.67,66.5,19.46,34.57,Loamy,Medium,Low,Low,30.69
34.07,6.07,1.82,96.15,12.8,19.32,Clay,High,Low,Low,22.34
63.62,7.44,2.38,75.96,55.64,33.13,Clay,High,High,Low,30.18
15.99,7.37,2.18,83.84,45.94,59.41,Sandy,High,Medium,Medium,33.89
29.54,6.21,1.59,34.45,39.48,40.76,Loamy,Low,Medium,Medium,25.82
52.7,6.45,2.36,66.54,19.55,76.66,Peaty,Medium,Low,High,24.77
29.05,6.5,1.61,36.35,57.19,29.15,Loamy,Low,High,Low,23.35
53.22,7.02,1.76,60.54,40.08,30.33,Peaty,Medium,Medium,Low,24.22
11.74,6.42,1.36,37.0,22.46,41.3,Sandy,Low,Low,Medium,25.48
15.95,6.72,1.27,23.51,38.53,52.87,Sandy,Low,Medium,Medium,27.99
74.94,5.27,2.38,84.74,53.47,30.66,Peaty,High,High,Low,20.64
21.53,7.3,1.49,49.1,14.73,45.79,Sandy,Medium,Low,Medium,25.59
34.29,5.57,2.27,97.56,33.46,44.61,Loamy,High,Medium,Medium,29.67
32.27,5.97,2.17,64.59,60.11,56.45,Clay,Medium,High,Medium,22.27
43.88,5.62,1.77,20.91,22.54,61.59,Loamy,Low,Low,Medium,28.83
35.91,6.05,2.46,65.52,63.74,77.11,Loamy,Medium,High,High,31.02
42.03,7.78,2.22,36.25,65.2,89.59,Silty,Low,High,High,31.25
32.19,7.27,1.79,77.91,12.9,25.81,Silty,High,Low,Low,30.31
40.34,5.45,1.87,33.31,62.84,67.3,Clay,Low,High,High,31.96
39.58,7.17,1.92,32.11,35.52,59.61,Loamy,Low,Medium,Medium,28.98
36.64,7.82,2.45,78.79,68.48,85.65,Loamy,High,High,High,27.95
13.2,6.31,1.19,37.14,24.82,39.48,Sandy,Low,Low,Medium,34.58
54.4,5.34,1.86,29.13,46.76,63.77,Peaty,Low,Medium,Medium,24.34
22.2,7.82,1.52,56.49,22.8,60.23,Sandy,Medium,Low,Medium,30.0
40.05,5.64,2.04,92.23,15.71,36.35,Peaty,High,Low,Medium,25.89
44.48,6.52,1.84,73.13,41.91,17.34,Clay,High,Medium,Low,31.42
42.93,7.09,1.61,34.89,50.99,15.54,Peaty,Low,High,Low,28.78
48.92,6.87,1.89,36.14,33.29,63.16,Peaty,Low,Medium,Medium,23.43
27.74,6.82,0.9,25.52,20.6,16.24,Sandy,Low,Low,Low,31.6
9.54,5.29,1.84,60.3,36.41,84.16,Sandy,Medium,Medium,High,37.6
10.13,7.09,1.85,41.27,63.52,79.87,Sandy,Medium,High,High,37.52
34.06,6.89,1.72,72.04,19.13,17.24,Silty,High,Low,Low,28.55
21.69,5.96,1.69,63.67,14.79,48.84,Sandy,Medium,Low,Medium,29.94
60.73,7.29,2.15,78.58,22.94,46.19,Clay,High,Low,Medium,31.64
37.15,5.96,2.28,36.8,65.06,71.18,Silty,Low,High,High,27.81
43.13,6.21,2.77,88.23,55.91,81.16,Silty,High,High,High,28.72
52.13,5.08,1.43,25.1,29.42,17.84,Peaty,Low,Medium,Low,27.44
48.48,5.04,1.85,50.22,52.14,38.66,Silty,Medium,High,Medium,24.68
61.6,7.63,2.11,32.88,41.15,87.94,Clay,Low,Medium,High,31.3
14.25,6.95,1.13,24.12,14.86,21.1,Sandy,Low,Low,Low,35.34
34.91,7.44,1.58,39.11,30.79,64.22,Loamy,Low,Medium,Medium,28.07
35.75,6.86,1.96,68.13,38.68,54.51,Silty,Medium,Medium,Medium,23.79
53.1,5.78,2.12,94.12,51.74,26.2,Clay,High,High,Low,29.78
52.44,6.87,2.31,84.0,59.89,37.06,Silty,High,High,Medium,31.77
60.43,5.17,2.55,71.25,45.39,68.11,Peaty,High,Medium,High,21.79
23.76,5.73,2.06,88.59,26.44,54.18,Sandy,High,Medium,Medium,37.75
43.08,5.53,2.1,91.73,27.13,45.17,Peaty,High,Medium,Medium,22.85
64.02,5.1,2.38,90.83,20.89,68.0,Peaty,High,Low,High,22.2
35.43,5.93,2.28,68.63,46.6,59.05,Silty,Medium,Medium,Medium,32.72
29.19,6.99,1.45,47.37,40.89,22.08,Loamy,Medium,Medium,Low,25.89
45.78,5.61,1.96,23.28,44.17,65.58,Clay,Low,Medium,High,28.25
24.98,5.04,1.68,65.02,55.42,37.05,Sandy,Medium,High,Medium,33.02
46.88,6.51,2.19,59.64,40.57,65.26,Peaty,Medium,Medium,High,20.11
11.37,6.68,1.21,23.01,12.64,54.94,Sandy,Low,Low,Medium,27.6
19.43,6.56,2.16,41.58,65.48,69.44,Loamy,Medium,High,High,23.22
31.92,5.67,1.98,83.98,40.6,35.18,Clay,High,Medium,Medium,30.7
29.08,5.47,1.99,71.91,54.16,62.13,Loamy,High,High,Medium,23.74
67.25,6.21,1.97,41.47,28.54,32.38,Peaty,Medium,Medium,Low,28.03
63.91,6.0,2.1,78.21,22.91,35.12,Clay,High,Low,Medium,27.43
10.63,6.87,1.59,53.73,36.42,48.49,Sandy,Medium,Medium,Medium,34.26
43.46,7.2,2.2,94.83,52.67,43.28,Peaty,High,High,Medium,25.64
51.72,6.62,2.3,90.63,22.17,79.3,Peaty,High,Low,High,24.84
39.58,5.5,1.61,32.87,16.29,62.3,Loamy,Low,Low,Medium,31.09
24.5,5.43,2.19,98.87,48.65,66.06,Sandy,High,Medium,High,28.08
70.29,5.96,2.0,51.72,42.84,24.65,Peaty,Medium,Medium,Low,25.82
51.56,7.57,1.66,74.92,10.36,34.99,Clay,High,Low,Low,24.2
29.14,5.14,2.04,46.21,47.18,87.01,Loamy,Medium,Medium,High,31.91
40.78,6.86,2.27,87.06,53.28,55.56,Silty,High,High,Medium,30.03
33.51,5.12,1.97,62.91,47.39,33.85,Clay,Medium,Medium,Low,29.06
53.97,6.27,2.49,91.03,65.85,53.95,Clay,High,High,Medium,31.58
40.92,6.68,2.06,58.3,37.85,85.82,Clay,Medium,Medium,High,27.97
10.97,6.69,1.6,47.66,64.84,34.55,Sandy,Medium,High,Low,28.15
35.33,6.35,1.66,37.06,15.61,66.49,Loamy,Low,Low,High,30.87
52.46,5.71,1.94,41.11,47.5,64.19,Clay,Medium,Medium,Medium,29.12
61.54,6.88,2.06,78.53,15.81,46.94,Peaty,High,Low,Medium,21.52
18.47,5.29,1.41,40.1,68.11,16.99,Sandy,Medium,High,Low,37.91
46.55,7.54,1.94,78.29,38.01,46.57,Peaty,High,Medium,Medium,22.52
27.87,6.4,1.75,85.48,38.51,26.85,Silty,High,Medium,Low,23.17
41.75,5.06,2.21,47.04,29.41,88.03,Silty,Medium,Medium,High,25.48
41.97,5.08,1.78,59.93,18.17,64.3,Loamy,Medium,Low,Medium,28.55
44.65,5.14,2.33,29.96,59.91,86.54,Clay,Low,High,High,31.31
68.45,5.53,1.95,33.55,36.62,23.83,Peaty,Low,Medium,Low,29.44
9.8,6.1,1.42,35.54,29.71,79.98,Sandy,Low,Medium,High,32.09
45.69,6.33,1.79,56.2,41.08,29.62,Clay,Medium,Medium,Low,28.81
21.26,5.81,2.12,97.32,44.36,49.24,Sandy,High,Medium,Medium,29.81
13.11,5.64,1.95,81.29,37.84,66.98,Sandy,High,Medium,High,26.49
26.65,6.23,2.42,79.71,39.06,85.79,Sandy,High,Medium,High,27.88
42.72,6.23,2.2,77.61,41.63,62.26,Peaty,High,Medium,Medium,21.68
36.08,7.63,1.92,64.91,60.14,18.82,Silty,Medium,High,Low,29.53
25.63,6.06,2.29,65.72,60.03,70.2,Sandy,Medium,High,High,31.43
30.7,7.19,1.9,61.26,63.81,48.89,Silty,Medium,High,Medium,27.93
40.0,5.93,1.29,26.22,18.02,21.86,Silty,Low,Low,Low,31.05
38.23,6.69,2.01,30.07,66.71,63.45,Loamy,Low,High,Medium,30.52
17.9,5.67,1.47,53.86,27.32,59.56,Sandy,Medium,Medium,Medium,37.21
71.16,6.32,2.72,80.86,56.32,62.61,Peaty,High,High,Medium,26.69
42.14,6.85,2.34,98.75,34.99,37.26,Silty,High,Medium,Medium,26.01
61.82,6.61,2.85,88.74,66.36,66.84,Peaty,High,High,High,28.45
21.9,5.83,1.74,74.95,14.77,57.44,Sandy,High,Low,Medium,31.31
51.42,6.91,1.9,36.97,37.24,60.77,Silty,Low,Medium,Medium,23.67
57.71,5.54,1.95,37.25,23.84,46.49,Peaty,Low,Low,Medium,28.61
42.99,7.94,2.75,86.58,65.06,77.33,Loamy,High,High,High,26.1
54.93,7.56,2.03,23.52,50.06,58.66,Silty,Low,High,Medium,25.08
43.24,5.61,2.33,89.06,12.63,80.6,Silty,High,Low,High,29.3
28.88,7.57,2.02,23.55,60.65,68.52,Silty,Low,High,High,23.72
52.33,7.61,2.04,35.34,21.34,86.75,Clay,Low,Low,High,30.89
60.46,7.38,2.0,75.83,16.81,16.88,Clay,High,Low,Low,27.41
34.3,7.98,2.63,65.55,63.05,88.62,Loamy,Medium,High,High,24.17
61.14,6.41,2.35,58.63,58.84,77.83,Clay,Medium,High,High,25.27
18.04,6.86,2.27,86.73,66.18,65.54,Sandy,High,High,High,32.57
54.94,5.86,2.11,38.84,32.32,76.72,Clay,Low,Medium,High,25.75
22.04,6.58,1.69,97.41,21.2,18.77,Loamy,High,Low,Low,32.57
14.61,7.59,1.57,84.98,29.59,24.61,Sandy,High,Medium,Low,26.17
61.4,7.21,1.86,80.38,25.8,29.68,Peaty,High,Medium,Low,23.35
32.02,5.72,2.14,83.19,53.22,63.06,Loamy,High,High,Medium,27.25
52.96,7.53,2.29,34.29,58.84,60.17,Clay,Low,High,Medium,29.96
22.42,7.51,1.84,36.54,67.66,54.91,Sandy,Low,High,Medium,35.42
32.37,6.25,2.19,76.37,68.81,59.77,Clay,High,High,Medium,26.69
36.13,5.14,1.62,42.12,34.5,50.07,Silty,Medium,Medium,Medium,26.96
8.54,6.24,1.26,22.28,43.85,20.16,Sandy,Low,Medium,Low,35.09
62.99,6.86,2.16,80.38,19.75,59.78,Peaty,High,Low,Medium,27.9
43.04,6.36,1.75,32.25,38.28,74.68,Loamy,Low,Medium,High,24.53
34.97,6.99,2.15,81.75,15.29,67.61,Loamy,High,Low,High,28.19
42.33,5.95,2.04,20.06,61.09,65.03,Peaty,Low,High,High,29.73
15.23,5.57,1.36,21.47,13.08,85.03,Sandy,Low,Low,High,31.62
71.35,5.33,2.14,30.9,30.23,83.75,Peaty,Low,Medium,High,29.49
34.74,5.35,1.34,36.06,11.26,38.52,Clay,Low,Low,Medium,23.89
46.15,7.77,1.58,74.6,10.8,24.09,Peaty,High,Low,Low,26.75
35.45,5.02,2.16,78.53,54.8,38.2,Silty,High,High,Medium,31.99
32.1,7.03,1.79,76.56,23.97,32.15,Loamy,High,Low,Low,28.73
8.26,6.15,1.86,38.87,59.77,69.69,Sandy,Low,High,High,35.09
35.02,6.14,2.43,90.33,48.46,72.69,Loamy,High,Medium,High,29.3
61.54,7.48,2.49,68.77,38.46,70.51,Peaty,Medium,Medium,High,24.82
40.46,5.21,2.3,75.54,59.6,45.23,Loamy,High,High,Medium,32.53
66.72,5.7,1.87,24.38,36.37,27.84,Peaty,Low,Medium,Low,26.23
44.84,6.75,2.07,27.44,33.36,78.77,Peaty,Low,Medium,High,28.98
23.84,7.29,2.12,74.71,11.77,87.48,Loamy,High,Low,High,24.14
